Timestamp,Frame Index,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-13_20-21-39,9890,Marker OK (ID 0),0.034444,13.571,9.024,29.203,2.838
2025-11-13_20-21-40,9915,Marker OK (ID 0),0.0345,13.696,9.832,50.917,3.345
2025-11-13_20-21-41,9941,Marker OK (ID 0),0.0345,20.424,16.56,1550.706,8.591
2025-11-13_20-21-42,9966,Marker OK (ID 0),0.0345,20.32,16.56,1556.856,8.584
2025-11-13_20-21-43,9991,Marker OK (ID 0),0.034498,20.319,16.559,1463.987,8.583
2025-11-13_20-21-44,10020,Marker OK (ID 0),0.034554,13.925,10.228,66.419,3.576
2025-11-13_20-21-45,10050,Marker OK (ID 0),0.034444,13.674,9.197,34.01,2.917
2025-11-13_20-21-46,10080,Marker OK (ID 0),0.034444,13.571,8.852,25.535,2.731
2025-11-13_20-21-47,10110,Marker OK (ID 0),0.034444,13.537,8.439,17.716,2.502
2025-11-13_20-21-48,10141,Marker OK (ID 0),0.034444,13.468,8.267,14.598,2.436
2025-11-13_20-21-49,10171,Marker OK (ID 0),0.034444,13.468,8.37,16.191,2.49
2025-11-13_20-21-50,10202,Marker OK (ID 0),0.034317,13.521,8.614,21.256,2.606
2025-11-13_20-21-51,10233,Marker OK (ID 0),0.034498,13.523,8.383,16.469,2.476
2025-11-13_20-21-52,10262,Marker OK (ID 0),0.034444,13.537,8.301,15.499,2.428
2025-11-13_20-21-53,10290,Marker OK (ID 0),0.034444,13.537,8.335,16.012,2.446
2025-11-13_20-21-54,10319,Marker OK (ID 0),0.034444,20.253,16.533,1490.479,8.556
2025-11-13_20-21-55,10347,Marker OK (ID 0),0.034444,20.253,16.533,1251.575,8.556
2025-11-13_20-21-56,10373,Marker OK (ID 0),0.034444,20.253,16.533,1465.239,8.556
2025-11-13_20-21-57,10400,Marker OK (ID 0),0.034444,13.537,8.198,13.935,2.374
2025-11-13_20-21-58,10430,Marker OK (ID 0),0.034444,21.39,16.533,2044.828,8.657
2025-11-13_20-21-59,10457,Marker OK (ID 0),0.034626,21.468,16.62,348.659,8.736
2025-11-13_20-22-00,10485,Marker OK (ID 0),0.034498,13.489,8.176,13.086,2.382
2025-11-13_20-22-01,10517,Marker OK (ID 0),0.034444,13.502,8.198,13.75,2.387
2025-11-13_20-22-02,10547,Marker OK (ID 0),0.034444,13.537,8.198,13.888,2.374
2025-11-13_20-22-03,10576,Marker OK (ID 0),0.0345,13.558,8.211,13.971,2.373
2025-11-13_20-22-04,10605,Marker OK (ID 0),0.034498,20.285,16.559,1490.969,8.58
2025-11-13_20-22-05,10632,Marker OK (ID 0),0.034444,20.253,16.533,1470.321,8.556
2025-11-13_20-22-06,10660,Marker OK (ID 0),0.034444,20.253,16.533,1480.625,8.556
2025-11-13_20-22-08,10685,Marker OK (ID 0),0.0345,21.01,16.422,1504.007,8.527
2025-11-13_20-22-09,10710,Marker OK (ID 0),0.034444,20.976,16.533,2283.592,8.616
2025-11-13_20-22-10,10737,Marker OK (ID 0),0.0345,13.834,9.142,33.926,2.834
2025-11-13_20-22-11,10767,Marker OK (ID 0),0.034498,13.799,9.452,41.341,3.053
2025-11-13_20-22-12,10796,Marker OK (ID 0),0.034444,14.432,9.128,39.647,2.656
2025-11-13_20-22-13,10826,Marker OK (ID 0),0.034444,14.157,8.68,26.404,2.435
2025-11-13_20-22-14,10856,Marker OK (ID 0),0.034498,13.799,8.9,27.93,2.687
2025-11-13_20-22-15,10887,Marker OK (ID 0),0.034444,13.778,8.611,22.233,2.516
2025-11-13_20-22-16,10916,Marker OK (ID 0),0.034444,13.778,8.645,22.875,2.537
2025-11-13_20-22-17,10945,Marker OK (ID 0),0.034444,13.743,8.714,23.955,2.59
2025-11-13_20-22-18,10975,Marker OK (ID 0),0.034444,13.709,8.645,22.383,2.56
2025-11-13_20-22-19,11006,Marker OK (ID 0),0.034444,13.709,8.611,21.736,2.54
2025-11-13_20-22-20,11037,Marker OK (ID 0),0.034444,13.605,8.439,18.018,2.477
2025-11-13_20-22-21,11067,Marker OK (ID 0),0.034444,13.605,8.404,17.419,2.458
2025-11-13_20-22-22,11098,Marker OK (ID 0),0.034498,13.592,8.418,17.322,2.47
2025-11-13_20-22-23,11129,Marker OK (ID 0),0.034444,13.605,8.404,17.438,2.458
2025-11-13_20-22-24,11159,Marker OK (ID 0),0.034444,13.537,8.404,17.047,2.483
2025-11-13_20-22-25,11190,Marker OK (ID 0),0.034444,13.571,8.37,16.068,2.452
2025-11-13_20-22-26,11221,Marker OK (ID 0),0.034444,13.571,8.37,16.478,2.452
2025-11-13_20-22-27,11251,Marker OK (ID 0),0.034557,20.388,16.587,1489.783,8.611
2025-11-13_20-22-28,11276,Marker OK (ID 0),0.034557,21.01,16.587,2439.062,8.664
2025-11-13_20-22-29,11300,Marker OK (ID 0),0.034557,22.116,16.587,2129.8,8.782
2025-11-13_20-22-30,11325,Marker OK (ID 0),0.034554,22.114,16.586,2479.859,8.781
2025-11-13_20-22-31,11350,Marker OK (ID 0),0.034701,21.549,16.657,1466.934,8.775
2025-11-13_20-22-32,11377,Marker OK (ID 0),0.034653,21.138,16.633,2213.915,8.714
2025-11-13_20-22-33,11405,Marker OK (ID 0),0.034756,14.98,16.509,411.882,8.52
2025-11-13_20-22-34,11430,Marker OK (ID 0),0.034756,22.244,16.683,2957.37,8.875
2025-11-13_20-22-35,11457,Marker OK (ID 0),0.034756,13.729,9.906,59.212,3.389
2025-11-13_20-22-36,11482,Marker OK (ID 0),0.034827,20.827,10.692,95.482,3.874
2025-11-13_20-22-37,11506,Marker OK (ID 0),0.034865,20.849,16.212,788.875,8.339
2025-11-13_20-22-38,11533,Marker OK (ID 0),0.034719,20.797,16.665,736.56,8.709
2025-11-13_20-22-39,11557,Marker OK (ID 0),0.034884,20.861,16.047,667.16,8.203
2025-11-13_20-22-40,11581,Marker OK (ID 0),0.034942,20.826,15.934,1076.342,8.107
2025-11-13_20-22-41,11603,Marker OK (ID 0),0.034895,20.797,16.086,1015.683,8.23
2025-11-13_20-22-42,11628,Marker OK (ID 0),0.035029,20.737,15.623,662.966,7.841
2025-11-13_20-22-43,11652,Marker OK (ID 0),0.034973,17.417,9.373,15.877,2.421
2025-11-13_20-22-44,11675,Marker OK (ID 0),0.034982,22.388,13.118,1019.271,6.047
2025-11-13_20-22-45,11698,Marker OK (ID 0),0.035089,15.053,14.667,346.569,6.981
2025-11-13_20-22-46,11723,Marker OK (ID 0),0.035041,20.744,15.768,2538.039,7.962
2025-11-13_20-22-47,11748,Marker lost - using last scale,0.035006,13.687,14.598,578.431,7.063
2025-11-13_20-22-48,11782,Marker lost - using last scale,0.035006,11.972,11.657,5.218,5.086
2025-11-13_20-22-49,11813,Marker OK (ID 0),0.039225,13.376,12.513,10.618,5.437
2025-11-13_20-22-50,11843,Marker OK (ID 0),0.036376,8.585,17.461,265.075,10.172
2025-11-13_20-22-51,11874,Marker lost - using last scale,0.035667,8.524,17.12,255.139,9.925
2025-11-13_20-22-53,11920,Marker OK (ID 0),0.035897,13.497,13.928,352.151,6.545
2025-11-13_20-22-54,11950,Marker OK (ID 0),0.03674,13.851,14.145,352.393,6.674
2025-11-13_20-22-55,11977,Marker OK (ID 0),0.035441,20.769,17.012,2066.621,8.995
2025-11-13_20-22-56,12001,Marker OK (ID 0),0.035584,20.959,17.08,3291.933,9.068
2025-11-13_20-22-57,12028,Marker lost - using last scale,0.035721,17.11,16.003,932.714,8.01
2025-11-13_20-22-58,12054,Marker lost - using last scale,0.036715,23.497,17.623,2956.252,9.802
2025-11-13_20-22-59,12079,Marker OK (ID 0),0.035663,22.825,17.118,2554.611,9.303
2025-11-13_20-23-00,12104,Marker lost - using last scale,0.035663,16.976,17.118,1111.794,8.951
2025-11-13_20-23-01,12132,Marker lost - using last scale,0.035663,11.626,16.976,0.57,9.263
2025-11-13_20-23-02,12158,Marker OK (ID 0),0.038941,22.625,16.9,2640.603,9.1
2025-11-13_20-23-03,12183,Marker OK (ID 0),0.038611,24.711,18.533,3379.247,10.71
2025-11-13_20-23-04,12209,Marker OK (ID 0),0.038673,24.751,18.563,2830.1,10.74
2025-11-13_20-23-05,12233,Marker lost - using last scale,0.038627,22.288,18.541,3246.928,10.401
2025-11-13_20-23-06,12259,Marker lost - using last scale,0.038627,15.451,16.301,528.286,8.317
2025-11-13_20-23-07,12284,Marker lost - using last scale,0.038627,22.056,16.417,2071.308,8.636
2025-11-13_20-23-08,12311,Marker lost - using last scale,0.038627,17.305,15.76,1225.173,7.803
2025-11-13_20-23-09,12338,Marker lost - using last scale,0.038627,22.018,17.382,1152.722,9.421
2025-11-13_20-23-10,12367,Marker lost - using last scale,0.038627,13.867,18.155,17.238,9.973
2025-11-13_20-23-12,12422,Marker lost - using last scale,0.03498,16.126,9.305,170.697,2.453
2025-11-13_20-23-15,12505,Marker OK (ID 0),0.03276,10.385,15.43,357.218,8.258
2025-11-13_20-23-17,12555,Marker OK (ID 0),0.03276,11.204,7.895,38.467,3.232
2025-11-13_20-23-18,12590,Marker OK (ID 0),0.03276,16.118,9.304,686.799,2.453
2025-11-13_20-23-23,12741,Marker OK (ID 0),0.032705,11.283,10.924,32.765,4.767
2025-11-13_20-23-31,12988,Marker OK (ID 0),0.03276,11.171,6.781,26.815,3.035
2025-11-13_20-23-34,13086,Marker OK (ID 0),0.032755,10.613,13.528,222.691,6.776
2025-11-13_20-23-38,13184,Marker OK (ID 0),0.032807,15.879,9.153,159.669,2.366
2025-11-13_20-23-39,13222,Marker OK (ID 0),0.032756,11.071,15.428,535.106,8.127
2025-11-13_20-23-41,13293,Marker OK (ID 0),0.032811,14.174,9.548,57.939,3.021
2025-11-13_20-23-43,13356,Marker OK (ID 0),0.032807,16.469,15.452,996.929,7.56
2025-11-13_20-23-46,13430,Marker OK (ID 0),0.032704,11.119,3.99,0.209,3.712
2025-11-13_20-23-47,13458,Marker OK (ID 0),0.032756,19.096,10.744,444.97,3.657
2025-11-13_20-23-48,13488,Marker OK (ID 0),0.032756,19.096,8.844,257.703,2.118
2025-11-13_20-23-49,13527,Marker OK (ID 0),0.032704,19.655,8.83,235.448,2.217
2025-11-13_20-23-52,13619,Marker OK (ID 0),0.032756,15.788,4.619,0.019,1.784
2025-11-13_20-23-53,13650,Marker OK (ID 0),0.032705,15.764,4.775,0.242,1.674
2025-11-13_20-23-54,13681,Marker OK (ID 0),0.032705,15.764,4.742,0.171,1.698
2025-11-13_20-23-56,13715,Marker OK (ID 0),0.032756,15.788,4.619,0.019,1.784
2025-11-13_20-23-57,13753,Marker OK (ID 0),0.032756,17.786,9.139,215.532,2.228
2025-11-13_20-23-58,13780,Marker OK (ID 0),0.032756,18.081,9.368,296.38,2.433
2025-11-13_20-23-59,13813,Marker OK (ID 0),0.032705,15.862,5.102,1.825,1.415
2025-11-13_20-24-00,13843,Marker OK (ID 0),0.031274,16.012,4.785,30.016,1.611
2025-11-13_20-24-01,13870,Marker OK (ID 0),0.031665,15.959,4.908,19.942,1.53
2025-11-13_20-24-02,13896,Marker OK (ID 0),0.030463,16.084,4.539,57.896,1.786
2025-11-13_20-24-04,13967,Marker OK (ID 0),0.030506,16.046,4.454,68.187,1.859
2025-11-13_20-24-05,13994,Marker OK (ID 0),0.030458,16.021,4.477,69.583,1.845
2025-11-13_20-24-06,14022,Marker OK (ID 0),0.030463,16.023,4.478,69.602,1.844
2025-11-13_20-24-08,14050,Marker OK (ID 0),0.030506,16.046,4.484,69.889,1.835
2025-11-13_20-24-09,14076,Marker OK (ID 0),0.030506,16.046,4.484,69.883,1.835
2025-11-13_20-24-10,14104,Marker OK (ID 0),0.030506,16.046,4.515,71.59,1.811
2025-11-13_20-24-11,14132,Marker OK (ID 0),0.030463,16.023,4.508,71.309,1.821
2025-11-13_20-24-12,14159,Marker OK (ID 0),0.030556,16.072,4.553,73.402,1.777
2025-11-13_20-24-13,14184,Marker OK (ID 0),0.030463,16.054,4.478,69.539,1.839
2025-11-13_20-24-14,14210,Marker OK (ID 0),0.030506,16.046,4.149,52.192,2.1
2025-11-13_20-24-15,14235,Marker OK (ID 0),0.030458,16.021,4.021,46.219,2.206
2025-11-13_20-24-16,14261,Marker OK (ID 0),0.030511,16.049,3.966,43.671,2.245
2025-11-13_20-24-17,14287,Marker OK (ID 0),0.030467,16.025,3.9,40.14,2.302
2025-11-13_20-24-18,14316,Marker OK (ID 0),0.030559,16.074,3.942,40.783,2.261
2025-11-13_20-24-19,14343,Marker OK (ID 0),0.030511,16.049,3.936,42.117,2.269
2025-11-13_20-24-20,14371,Marker OK (ID 0),0.030511,16.049,3.905,41.48,2.294
2025-11-13_20-24-21,14400,Marker OK (ID 0),0.030326,16.042,3.851,45.473,2.338
2025-11-13_20-24-22,14426,Marker OK (ID 0),0.030235,16.055,3.81,49.765,2.37
2025-11-13_20-24-23,14452,Marker OK (ID 0),0.03014,16.064,3.737,51.269,2.427
2025-11-13_20-24-24,14479,Marker OK (ID 0),0.030097,16.042,3.822,56.119,2.362
2025-11-13_20-24-25,14505,Marker OK (ID 0),0.029958,16.118,3.865,70.143,2.317
2025-11-13_20-24-26,14532,Marker lost - using last scale,0.033746,18.156,4.218,92.251,1.948
2025-11-13_20-24-27,14560,Marker OK (ID 0),0.029874,16.102,3.764,68.725,2.4
2025-11-13_20-24-28,14587,Marker lost - using last scale,0.02987,16.1,3.764,66.553,2.401
2025-11-13_20-24-29,14614,Marker OK (ID 0),0.030279,16.048,3.845,49.01,2.342
2025-11-13_20-24-30,14642,Marker OK (ID 0),0.030191,16.031,3.864,51.684,2.329
2025-11-13_20-24-31,14669,Marker OK (ID 0),0.030188,16.06,3.834,51.923,2.35
2025-11-13_20-24-32,14696,Marker OK (ID 0),0.030191,16.061,3.834,52.166,2.349
2025-11-13_20-24-33,14723,Marker OK (ID 0),0.030191,16.062,3.834,51.292,2.349
2025-11-13_20-24-34,14749,Marker OK (ID 0),0.030191,16.061,3.864,52.333,2.325
2025-11-13_20-24-35,14776,Marker OK (ID 0),0.030322,16.071,4.943,110.014,1.48
2025-11-13_20-24-36,14803,Marker OK (ID 0),0.030322,16.071,4.488,83.04,1.828
2025-11-13_20-24-37,14832,Marker OK (ID 0),0.030323,16.071,4.609,91.488,1.734
2025-11-13_20-24-38,14860,Marker OK (ID 0),0.030323,16.071,4.518,85.68,1.804
2025-11-13_20-24-39,14887,Marker OK (ID 0),0.030323,16.071,4.579,89.422,1.757
2025-11-13_20-24-40,14914,Marker OK (ID 0),0.030323,16.071,4.457,81.447,1.852
2025-11-13_20-24-41,14942,Marker OK (ID 0),0.030327,16.073,4.337,74.708,1.946
2025-11-13_20-24-42,14970,Marker OK (ID 0),0.03037,16.096,4.252,69.715,2.01
